contest_id,contest_name,index,problem_name,tags,start_time,end_time,link
1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),A,Upload More RAM,"['greedy', 'math']",2024.6.30 14:35,2024.6.30 17:35,https://codeforces.com/contest/1987/problem/A
1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),B,K-Sort,['greedy'],2024.6.30 14:35,2024.6.30 17:35,https://codeforces.com/contest/1987/problem/B
1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),C,Basil's Garden,"['dp', 'greedy']",2024.6.30 14:35,2024.6.30 17:35,https://codeforces.com/contest/1987/problem/C
1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),D,World is Mine,"['dp', 'games']",2024.6.30 14:35,2024.6.30 17:35,https://codeforces.com/contest/1987/problem/D
1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),E,Wonderful Tree!,"['brute force', 'data structures', 'dfs and similar', 'dp', 'dsu', 'flows', 'greedy', 'trees']",2024.6.30 14:35,2024.6.30 17:35,https://codeforces.com/contest/1987/problem/E
1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),F1,Interesting Problem (Easy Version),['dp'],2024.6.30 14:35,2024.6.30 17:35,https://codeforces.com/contest/1987/problem/F1
1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),F2,Interesting Problem (Hard Version),['dp'],2024.6.30 14:35,2024.6.30 17:35,https://codeforces.com/contest/1987/problem/F2
1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),G1,Spinning Round (Easy Version),"['divide and conquer', 'dp', 'trees']",2024.6.30 14:35,2024.6.30 17:35,https://codeforces.com/contest/1987/problem/G1
1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),G2,Spinning Round (Hard Version),"['divide and conquer', 'dp', 'trees']",2024.6.30 14:35,2024.6.30 17:35,https://codeforces.com/contest/1987/problem/G2
1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),H,Fumo Temple,['interactive'],2024.6.30 14:35,2024.6.30 17:35,https://codeforces.com/contest/1987/problem/H
1989,Educational Codeforces Round 167 (Rated for Div. 2),A,Catch the Coin,"['fft', 'flows', 'implementation']",2024.6.27 14:35,2024.6.27 16:35,https://codeforces.com/contest/1989/problem/A
1989,Educational Codeforces Round 167 (Rated for Div. 2),B,Substring and Subsequence,"['brute force', 'greedy', 'strings']",2024.6.27 14:35,2024.6.27 16:35,https://codeforces.com/contest/1989/problem/B
1989,Educational Codeforces Round 167 (Rated for Div. 2),C,Two Movies,['greedy'],2024.6.27 14:35,2024.6.27 16:35,https://codeforces.com/contest/1989/problem/C
1989,Educational Codeforces Round 167 (Rated for Div. 2),D,Smithing Skill,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'sortings', 'two pointers']",2024.6.27 14:35,2024.6.27 16:35,https://codeforces.com/contest/1989/problem/D
1989,Educational Codeforces Round 167 (Rated for Div. 2),E,Distance to Different,"['combinatorics', 'dp', 'math']",2024.6.27 14:35,2024.6.27 16:35,https://codeforces.com/contest/1989/problem/E
1989,Educational Codeforces Round 167 (Rated for Div. 2),F,Simultaneous Coloring,"['dfs and similar', 'divide and conquer', 'graphs']",2024.6.27 14:35,2024.6.27 16:35,https://codeforces.com/contest/1989/problem/F
1982,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",A,Soccer,"['greedy', 'implementation', 'math', 'sortings']",2024.6.25 14:35,2024.6.25 16:35,https://codeforces.com/contest/1982/problem/A
1982,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",B,Collatz Conjecture,"['brute force', 'implementation', 'math', 'number theory']",2024.6.25 14:35,2024.6.25 16:35,https://codeforces.com/contest/1982/problem/B
1982,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",C,Boring Day,"['binary search', 'data structures', 'dp', 'greedy', 'two pointers']",2024.6.25 14:35,2024.6.25 16:35,https://codeforces.com/contest/1982/problem/C
1982,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",D,Beauty of the mountains,"['brute force', 'data structures', 'implementation', 'math', 'number theory']",2024.6.25 14:35,2024.6.25 16:35,https://codeforces.com/contest/1982/problem/D
1982,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",E,Number of k-good subarrays,"['bitmasks', 'brute force', 'combinatorics', 'divide and conquer', 'dp', 'math', 'meet-in-the-middle']",2024.6.25 14:35,2024.6.25 16:35,https://codeforces.com/contest/1982/problem/E
1982,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",F,Sorting Problem Again,"['binary search', 'data structures', 'sortings']",2024.6.25 14:35,2024.6.25 16:35,https://codeforces.com/contest/1982/problem/F
1986,Codeforces Round 954 (Div. 3),A,X Axis,"['brute force', 'geometry', 'math', 'sortings']",2024.6.23 14:50,2024.6.23 17:5,https://codeforces.com/contest/1986/problem/A
1986,Codeforces Round 954 (Div. 3),B,Matrix Stabilization,"['brute force', 'data structures', 'greedy', 'sortings']",2024.6.23 14:50,2024.6.23 17:5,https://codeforces.com/contest/1986/problem/B
1986,Codeforces Round 954 (Div. 3),C,Update Queries,"['data structures', 'greedy', 'sortings']",2024.6.23 14:50,2024.6.23 17:5,https://codeforces.com/contest/1986/problem/C
1986,Codeforces Round 954 (Div. 3),D,Mathematical Problem,"['brute force', 'dp', 'greedy', 'implementation', 'math', 'two pointers']",2024.6.23 14:50,2024.6.23 17:5,https://codeforces.com/contest/1986/problem/D
1986,Codeforces Round 954 (Div. 3),E,Beautiful Array,"['greedy', 'math', 'number theory', 'sortings']",2024.6.23 14:50,2024.6.23 17:5,https://codeforces.com/contest/1986/problem/E
1986,Codeforces Round 954 (Div. 3),F,Non-academic Problem,"['dfs and similar', 'graphs', 'trees']",2024.6.23 14:50,2024.6.23 17:5,https://codeforces.com/contest/1986/problem/F
1986,Codeforces Round 954 (Div. 3),G1,Permutation Problem (Simple Version),"['binary search', 'brute force', 'combinatorics', 'data structures', 'math', 'number theory']",2024.6.23 14:50,2024.6.23 17:5,https://codeforces.com/contest/1986/problem/G1
1986,Codeforces Round 954 (Div. 3),G2,Permutation Problem (Hard Version),"['brute force', 'data structures', 'hashing', 'math', 'number theory']",2024.6.23 14:50,2024.6.23 17:5,https://codeforces.com/contest/1986/problem/G2
1978,Codeforces Round 953 (Div. 2),A,Alice and Books,"['constructive algorithms', 'greedy', 'sortings']",2024.6.16 9:5,2024.6.16 11:5,https://codeforces.com/contest/1978/problem/A
1978,Codeforces Round 953 (Div. 2),B,New Bakery,"['binary search', 'greedy', 'math', 'ternary search']",2024.6.16 9:5,2024.6.16 11:5,https://codeforces.com/contest/1978/problem/B
1978,Codeforces Round 953 (Div. 2),C,Manhattan Permutations,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math']",2024.6.16 9:5,2024.6.16 11:5,https://codeforces.com/contest/1978/problem/C
1978,Codeforces Round 953 (Div. 2),D,Elections,"['data structures', 'greedy', 'implementation', 'math']",2024.6.16 9:5,2024.6.16 11:5,https://codeforces.com/contest/1978/problem/D
1978,Codeforces Round 953 (Div. 2),E,Computing Machine,"['brute force', 'data structures', 'dp', 'greedy', 'implementation']",2024.6.16 9:5,2024.6.16 11:5,https://codeforces.com/contest/1978/problem/E
1978,Codeforces Round 953 (Div. 2),F,Large Graph,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'number theory', 'two pointers']",2024.6.16 9:5,2024.6.16 11:5,https://codeforces.com/contest/1978/problem/F
1985,Codeforces Round 952 (Div. 4),A,Creating Words,"['implementation', 'strings']",2024.6.11 14:35,2024.6.11 17:5,https://codeforces.com/contest/1985/problem/A
1985,Codeforces Round 952 (Div. 4),B,Maximum Multiple Sum,"['brute force', 'math', 'number theory']",2024.6.11 14:35,2024.6.11 17:5,https://codeforces.com/contest/1985/problem/B
1985,Codeforces Round 952 (Div. 4),C,Good Prefixes,['greedy'],2024.6.11 14:35,2024.6.11 17:5,https://codeforces.com/contest/1985/problem/C
1985,Codeforces Round 952 (Div. 4),D,Manhattan Circle,"['implementation', 'math']",2024.6.11 14:35,2024.6.11 17:5,https://codeforces.com/contest/1985/problem/D
1985,Codeforces Round 952 (Div. 4),E,Secret Box,"['brute force', 'combinatorics', 'math']",2024.6.11 14:35,2024.6.11 17:5,https://codeforces.com/contest/1985/problem/E
1985,Codeforces Round 952 (Div. 4),F,Final Boss,"['binary search', 'data structures']",2024.6.11 14:35,2024.6.11 17:5,https://codeforces.com/contest/1985/problem/F
1985,Codeforces Round 952 (Div. 4),G,D-Function,"['combinatorics', 'math', 'number theory']",2024.6.11 14:35,2024.6.11 17:5,https://codeforces.com/contest/1985/problem/G
1985,Codeforces Round 952 (Div. 4),H1,Maximize the Largest Component (Easy Version),"['brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'implementation']",2024.6.11 14:35,2024.6.11 17:5,https://codeforces.com/contest/1985/problem/H1
1985,Codeforces Round 952 (Div. 4),H2,Maximize the Largest Component (Hard Version),"['data structures', 'dfs and similar', 'dp', 'dsu', 'implementation']",2024.6.11 14:35,2024.6.11 17:5,https://codeforces.com/contest/1985/problem/H2
1984,Codeforces Global Round 26,A,Strange Splitting,['constructive algorithms'],2024.6.9 14:35,2024.6.9 17:35,https://codeforces.com/contest/1984/problem/A
1984,Codeforces Global Round 26,B,Large Addition,"['implementation', 'math']",2024.6.9 14:35,2024.6.9 17:35,https://codeforces.com/contest/1984/problem/B
1984,Codeforces Global Round 26,C1,Magnitude (Easy Version),"['dp', 'greedy', 'math']",2024.6.9 14:35,2024.6.9 17:35,https://codeforces.com/contest/1984/problem/C1
1984,Codeforces Global Round 26,C2,Magnitude (Hard Version),"['combinatorics', 'dp', 'greedy', 'math']",2024.6.9 14:35,2024.6.9 17:35,https://codeforces.com/contest/1984/problem/C2
1984,Codeforces Global Round 26,D,''a'' String Problem,"['brute force', 'hashing', 'implementation', 'math', 'string suffix structures', 'strings']",2024.6.9 14:35,2024.6.9 17:35,https://codeforces.com/contest/1984/problem/D
1984,Codeforces Global Round 26,E,Shuffle,"['dp', 'greedy', 'trees']",2024.6.9 14:35,2024.6.9 17:35,https://codeforces.com/contest/1984/problem/E
1984,Codeforces Global Round 26,F,Reconstruction,"['brute force', 'dp', 'math']",2024.6.9 14:35,2024.6.9 17:35,https://codeforces.com/contest/1984/problem/F
1984,Codeforces Global Round 26,G,Magic Trick II,"['constructive algorithms', 'implementation', 'sortings']",2024.6.9 14:35,2024.6.9 17:35,https://codeforces.com/contest/1984/problem/G
1984,Codeforces Global Round 26,H,Tower Capturing,"['combinatorics', 'dp', 'geometry']",2024.6.9 14:35,2024.6.9 17:35,https://codeforces.com/contest/1984/problem/H
1979,Codeforces Round 951 (Div. 2),A,Guess the Maximum,"['brute force', 'greedy', 'implementation']",2024.6.6 14:35,2024.6.6 16:35,https://codeforces.com/contest/1979/problem/A
1979,Codeforces Round 951 (Div. 2),B,XOR Sequences,"['bitmasks', 'greedy']",2024.6.6 14:35,2024.6.6 16:35,https://codeforces.com/contest/1979/problem/B
1979,Codeforces Round 951 (Div. 2),C,Earning on Bets,"['binary search', 'combinatorics', 'constructive algorithms', 'number theory']",2024.6.6 14:35,2024.6.6 16:35,https://codeforces.com/contest/1979/problem/C
1979,Codeforces Round 951 (Div. 2),D,Fixing a Binary String,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'greedy', 'hashing', 'strings']",2024.6.6 14:35,2024.6.6 16:35,https://codeforces.com/contest/1979/problem/D
1979,Codeforces Round 951 (Div. 2),E,Manhattan Triangle,"['binary search', 'constructive algorithms', 'data structures', 'geometry', 'implementation', 'two pointers']",2024.6.6 14:35,2024.6.6 16:35,https://codeforces.com/contest/1979/problem/E
1979,Codeforces Round 951 (Div. 2),F,Kostyanych's Theorem,"['brute force', 'constructive algorithms', 'graphs', 'interactive']",2024.6.6 14:35,2024.6.6 16:35,https://codeforces.com/contest/1979/problem/F
1980,Codeforces Round 950 (Div. 3),A,Problem Generator,['math'],2024.6.3 14:35,2024.6.3 16:50,https://codeforces.com/contest/1980/problem/A
1980,Codeforces Round 950 (Div. 3),B,Choosing Cubes,"['sortings', 'sortings']",2024.6.3 14:35,2024.6.3 16:50,https://codeforces.com/contest/1980/problem/B
1980,Codeforces Round 950 (Div. 3),C,Sofia and the Lost Operations,"['constructive algorithms', 'greedy']",2024.6.3 14:35,2024.6.3 16:50,https://codeforces.com/contest/1980/problem/C
1980,Codeforces Round 950 (Div. 3),D,GCD-sequence,"['greedy', 'implementation', 'math', 'number theory']",2024.6.3 14:35,2024.6.3 16:50,https://codeforces.com/contest/1980/problem/D
1980,Codeforces Round 950 (Div. 3),E,Permutation of Rows and Columns,"['constructive algorithms', 'data structures', 'greedy', 'hashing', 'implementation', 'math', 'matrices', 'sortings']",2024.6.3 14:35,2024.6.3 16:50,https://codeforces.com/contest/1980/problem/E
1980,Codeforces Round 950 (Div. 3),F1,Field Division (easy version),"['data structures', 'math', 'sortings']",2024.6.3 14:35,2024.6.3 16:50,https://codeforces.com/contest/1980/problem/F1
1980,Codeforces Round 950 (Div. 3),F2,Field Division (hard version),"['math', 'sortings']",2024.6.3 14:35,2024.6.3 16:50,https://codeforces.com/contest/1980/problem/F2
1980,Codeforces Round 950 (Div. 3),G,Yasya and the Mysterious Tree,"['bitmasks', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'strings', 'trees']",2024.6.3 14:35,2024.6.3 16:50,https://codeforces.com/contest/1980/problem/G
1981,Codeforces Round 949 (Div. 2),A,Turtle and Piggy Are Playing a Game,"['brute force', 'greedy', 'math']",2024.5.31 10:5,2024.5.31 12:5,https://codeforces.com/contest/1981/problem/A
1981,Codeforces Round 949 (Div. 2),B,Turtle and an Infinite Sequence,"['bitmasks', 'math']",2024.5.31 10:5,2024.5.31 12:5,https://codeforces.com/contest/1981/problem/B
1981,Codeforces Round 949 (Div. 2),C,Turtle and an Incomplete Sequence,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math']",2024.5.31 10:5,2024.5.31 12:5,https://codeforces.com/contest/1981/problem/C
1981,Codeforces Round 949 (Div. 2),D,Turtle and Multiplication,"['constructive algorithms', 'dfs and similar', 'graphs', 'number theory']",2024.5.31 10:5,2024.5.31 12:5,https://codeforces.com/contest/1981/problem/D
1981,Codeforces Round 949 (Div. 2),E,Turtle and Intersected Segments,"['data structures', 'dsu', 'graphs', 'greedy']",2024.5.31 10:5,2024.5.31 12:5,https://codeforces.com/contest/1981/problem/E
1981,Codeforces Round 949 (Div. 2),F,Turtle and Paths on a Tree,"['data structures', 'dp', 'trees']",2024.5.31 10:5,2024.5.31 12:5,https://codeforces.com/contest/1981/problem/F
1976,Educational Codeforces Round 166 (Rated for Div. 2),A,Verify Password,"['implementation', 'sortings', 'strings']",2024.5.30 14:35,2024.5.30 16:35,https://codeforces.com/contest/1976/problem/A
1976,Educational Codeforces Round 166 (Rated for Div. 2),B,Increase/Decrease/Copy,"['greedy', 'implementation']",2024.5.30 14:35,2024.5.30 16:35,https://codeforces.com/contest/1976/problem/B
1976,Educational Codeforces Round 166 (Rated for Div. 2),C,Job Interview,"['binary search', 'dp', 'greedy', 'implementation', 'two pointers']",2024.5.30 14:35,2024.5.30 16:35,https://codeforces.com/contest/1976/problem/C
1976,Educational Codeforces Round 166 (Rated for Div. 2),D,Invertible Bracket Sequences,"['binary search', 'combinatorics', 'data structures', 'divide and conquer', 'implementation', 'two pointers']",2024.5.30 14:35,2024.5.30 16:35,https://codeforces.com/contest/1976/problem/D
1976,Educational Codeforces Round 166 (Rated for Div. 2),E,Splittable Permutations,"['combinatorics', 'data structures', 'dfs and similar', 'greedy', 'math', 'trees']",2024.5.30 14:35,2024.5.30 16:35,https://codeforces.com/contest/1976/problem/E
1976,Educational Codeforces Round 166 (Rated for Div. 2),F,Remove Bridges,"['data structures', 'dfs and similar', 'dp', 'greedy', 'sortings', 'trees']",2024.5.30 14:35,2024.5.30 16:35,https://codeforces.com/contest/1976/problem/F
1977,Codeforces Round 948 (Div. 2),A,Little Nikita,['math'],2024.5.26 14:35,2024.5.26 16:35,https://codeforces.com/contest/1977/problem/A
1977,Codeforces Round 948 (Div. 2),B,Binary Colouring,"['bitmasks', 'constructive algorithms', 'greedy', 'math']",2024.5.26 14:35,2024.5.26 16:35,https://codeforces.com/contest/1977/problem/B
1977,Codeforces Round 948 (Div. 2),C,Nikita and LCM,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'number theory', 'sortings']",2024.5.26 14:35,2024.5.26 16:35,https://codeforces.com/contest/1977/problem/C
1977,Codeforces Round 948 (Div. 2),D,XORificator,"['bitmasks', 'brute force', 'greedy', 'hashing']",2024.5.26 14:35,2024.5.26 16:35,https://codeforces.com/contest/1977/problem/D
1977,Codeforces Round 948 (Div. 2),E,Tensor,"['constructive algorithms', 'graphs', 'interactive']",2024.5.26 14:35,2024.5.26 16:35,https://codeforces.com/contest/1977/problem/E
1975,Codeforces Round 947 (Div. 1 + Div. 2),A,Bazoka and Mocha's Array,"['brute force', 'greedy', 'implementation', 'sortings']",2024.5.25 14:35,2024.5.25 17:35,https://codeforces.com/contest/1975/problem/A
1975,Codeforces Round 947 (Div. 1 + Div. 2),B,378QAQ and Mocha's Array,"['brute force', 'greedy', 'math', 'sortings']",2024.5.25 14:35,2024.5.25 17:35,https://codeforces.com/contest/1975/problem/B
1975,Codeforces Round 947 (Div. 1 + Div. 2),C,Chamo and Mocha's Array,"['binary search', 'brute force', 'greedy']",2024.5.25 14:35,2024.5.25 17:35,https://codeforces.com/contest/1975/problem/C
1975,Codeforces Round 947 (Div. 1 + Div. 2),D,Paint the Tree,"['brute force', 'dfs and similar', 'dp', 'greedy', 'shortest paths', 'trees']",2024.5.25 14:35,2024.5.25 17:35,https://codeforces.com/contest/1975/problem/D
1975,Codeforces Round 947 (Div. 1 + Div. 2),E,Chain Queries,"['binary search', 'data structures', 'dfs and similar', 'implementation', 'trees']",2024.5.25 14:35,2024.5.25 17:35,https://codeforces.com/contest/1975/problem/E
1975,Codeforces Round 947 (Div. 1 + Div. 2),F,Set,"['bitmasks', 'brute force', 'combinatorics', 'dfs and similar', 'divide and conquer', 'dp', 'math']",2024.5.25 14:35,2024.5.25 17:35,https://codeforces.com/contest/1975/problem/F
1975,Codeforces Round 947 (Div. 1 + Div. 2),G,Zimpha Fan Club,"['fft', 'greedy', 'math', 'strings']",2024.5.25 14:35,2024.5.25 17:35,https://codeforces.com/contest/1975/problem/G
1975,Codeforces Round 947 (Div. 1 + Div. 2),H,378QAQ and Core,"['greedy', 'strings']",2024.5.25 14:35,2024.5.25 17:35,https://codeforces.com/contest/1975/problem/H
1975,Codeforces Round 947 (Div. 1 + Div. 2),I,Mind Bloom,['dp'],2024.5.25 14:35,2024.5.25 17:35,https://codeforces.com/contest/1975/problem/I
1974,Codeforces Round 946 (Div. 3),A,Phone Desktop,"['greedy', 'math']",2024.5.20 14:35,2024.5.20 16:50,https://codeforces.com/contest/1974/problem/A
1974,Codeforces Round 946 (Div. 3),B,Symmetric Encoding,"['implementation', 'sortings', 'strings']",2024.5.20 14:35,2024.5.20 16:50,https://codeforces.com/contest/1974/problem/B
1974,Codeforces Round 946 (Div. 3),C,Beautiful Triple Pairs,"['combinatorics', 'data structures']",2024.5.20 14:35,2024.5.20 16:50,https://codeforces.com/contest/1974/problem/C
1974,Codeforces Round 946 (Div. 3),D,Ingenuity-2,"['constructive algorithms', 'greedy', 'implementation']",2024.5.20 14:35,2024.5.20 16:50,https://codeforces.com/contest/1974/problem/D
1974,Codeforces Round 946 (Div. 3),E,Money Buys Happiness,['dp'],2024.5.20 14:35,2024.5.20 16:50,https://codeforces.com/contest/1974/problem/E
1974,Codeforces Round 946 (Div. 3),F,Cutting Game,"['binary search', 'brute force', 'data structures', 'implementation', 'sortings', 'two pointers']",2024.5.20 14:35,2024.5.20 16:50,https://codeforces.com/contest/1974/problem/F
1974,Codeforces Round 946 (Div. 3),G,Money Buys Less Happiness Now ,"['data structures', 'greedy', 'sortings']",2024.5.20 14:35,2024.5.20 16:50,https://codeforces.com/contest/1974/problem/G
1973,Codeforces Round 945 (Div. 2),A,Chess For Three,"['brute force', 'dp', 'implementation', 'math']",2024.5.17 14:35,2024.5.17 16:35,https://codeforces.com/contest/1973/problem/A
1973,Codeforces Round 945 (Div. 2),B,"Cat, Fox and the Lonely Array","['binary search', 'bitmasks', 'data structures', 'greedy', 'math', 'two pointers']",2024.5.17 14:35,2024.5.17 16:35,https://codeforces.com/contest/1973/problem/B
1973,Codeforces Round 945 (Div. 2),C,"Cat, Fox and Double Maximum","['constructive algorithms', 'greedy', 'implementation', 'math', 'sortings']",2024.5.17 14:35,2024.5.17 16:35,https://codeforces.com/contest/1973/problem/C
1973,Codeforces Round 945 (Div. 2),D,"Cat, Fox and Maximum Array Split","['brute force', 'interactive', 'math']",2024.5.17 14:35,2024.5.17 16:35,https://codeforces.com/contest/1973/problem/D
1973,Codeforces Round 945 (Div. 2),E,"Cat, Fox and Swaps ","['graphs', 'math', 'sortings']",2024.5.17 14:35,2024.5.17 16:35,https://codeforces.com/contest/1973/problem/E
1973,Codeforces Round 945 (Div. 2),F,Maximum GCD Sum Queries,"['bitmasks', 'brute force', 'dp', 'implementation', 'number theory']",2024.5.17 14:35,2024.5.17 16:35,https://codeforces.com/contest/1973/problem/F
1958,Kotlin Heroes: Episode 10,A,2001/3/5,"['*special', 'dp']",2024.5.13 14:35,2024.5.13 17:5,https://codeforces.com/contest/1958/problem/A
1958,Kotlin Heroes: Episode 10,B,Clock in the Pool,"['*special', 'math']",2024.5.13 14:35,2024.5.13 17:5,https://codeforces.com/contest/1958/problem/B
1958,Kotlin Heroes: Episode 10,C,Firewood,['*special'],2024.5.13 14:35,2024.5.13 17:5,https://codeforces.com/contest/1958/problem/C
1958,Kotlin Heroes: Episode 10,D,Staircase,['*special'],2024.5.13 14:35,2024.5.13 17:5,https://codeforces.com/contest/1958/problem/D
1958,Kotlin Heroes: Episode 10,E,Yet Another Permutation Constructive,"['*special', 'constructive algorithms']",2024.5.13 14:35,2024.5.13 17:5,https://codeforces.com/contest/1958/problem/E
1958,Kotlin Heroes: Episode 10,F,Narrow Paths,"['*special', 'combinatorics']",2024.5.13 14:35,2024.5.13 17:5,https://codeforces.com/contest/1958/problem/F
1958,Kotlin Heroes: Episode 10,G,Observation Towers,['*special'],2024.5.13 14:35,2024.5.13 17:5,https://codeforces.com/contest/1958/problem/G
1958,Kotlin Heroes: Episode 10,H,Composite Spells,"['*special', 'dp']",2024.5.13 14:35,2024.5.13 17:5,https://codeforces.com/contest/1958/problem/H
1958,Kotlin Heroes: Episode 10,I,Equal Trees,"['*special', 'graphs', 'meet-in-the-middle']",2024.5.13 14:35,2024.5.13 17:5,https://codeforces.com/contest/1958/problem/I
1958,Kotlin Heroes: Episode 10,J,Necromancer,['*special'],2024.5.13 14:35,2024.5.13 17:5,https://codeforces.com/contest/1958/problem/J
1971,Codeforces Round 944 (Div. 4),A,My First Sorting Problem,"['implementation', 'sortings']",2024.5.10 14:35,2024.5.10 16:50,https://codeforces.com/contest/1971/problem/A
1971,Codeforces Round 944 (Div. 4),B,Different String,"['implementation', 'strings']",2024.5.10 14:35,2024.5.10 16:50,https://codeforces.com/contest/1971/problem/B
1971,Codeforces Round 944 (Div. 4),C,Clock and Strings,['implementation'],2024.5.10 14:35,2024.5.10 16:50,https://codeforces.com/contest/1971/problem/C
1971,Codeforces Round 944 (Div. 4),D,Binary Cut,"['dp', 'greedy', 'implementation', 'sortings', 'strings']",2024.5.10 14:35,2024.5.10 16:50,https://codeforces.com/contest/1971/problem/D
1971,Codeforces Round 944 (Div. 4),E,Find the Car,"['binary search', 'math', 'sortings']",2024.5.10 14:35,2024.5.10 16:50,https://codeforces.com/contest/1971/problem/E
1971,Codeforces Round 944 (Div. 4),F,Circle Perimeter,"['binary search', 'brute force', 'dfs and similar', 'geometry', 'implementation', 'math']",2024.5.10 14:35,2024.5.10 16:50,https://codeforces.com/contest/1971/problem/F
1971,Codeforces Round 944 (Div. 4),G,XOUR,"['data structures', 'dsu', 'sortings']",2024.5.10 14:35,2024.5.10 16:50,https://codeforces.com/contest/1971/problem/G
1971,Codeforces Round 944 (Div. 4),H,±1,"['2-sat', 'dfs and similar', 'graphs']",2024.5.10 14:35,2024.5.10 16:50,https://codeforces.com/contest/1971/problem/H
1959,Kotlin Heroes: Practice 10,A,Spy Detected!,"['*special', 'implementation']",2024.5.7 15:35,2024.5.13 13:35,https://codeforces.com/contest/1959/problem/A
1959,Kotlin Heroes: Practice 10,B,Compare T-Shirt Sizes,"['*special', 'implementation', 'strings']",2024.5.7 15:35,2024.5.13 13:35,https://codeforces.com/contest/1959/problem/B
1959,Kotlin Heroes: Practice 10,C,Count the Number of Pairs,"['*special', 'greedy', 'strings']",2024.5.7 15:35,2024.5.13 13:35,https://codeforces.com/contest/1959/problem/C
1959,Kotlin Heroes: Practice 10,D,Traffic Light,['*special'],2024.5.7 15:35,2024.5.13 13:35,https://codeforces.com/contest/1959/problem/D
1959,Kotlin Heroes: Practice 10,E,Jumping on Tiles,"['*special', 'constructive algorithms', 'strings']",2024.5.7 15:35,2024.5.13 13:35,https://codeforces.com/contest/1959/problem/E
1959,Kotlin Heroes: Practice 10,F,Sending a Sequence Over the Network,"['*special', 'dp']",2024.5.7 15:35,2024.5.13 13:35,https://codeforces.com/contest/1959/problem/F
1959,Kotlin Heroes: Practice 10,G,The Humanoid,"['*special', 'brute force', 'sortings']",2024.5.7 15:35,2024.5.13 13:35,https://codeforces.com/contest/1959/problem/G
1959,Kotlin Heroes: Practice 10,H,Count the Trains,"['*special', 'data structures']",2024.5.7 15:35,2024.5.13 13:35,https://codeforces.com/contest/1959/problem/H
1953,2023 Post World Finals Online ICPC Challenge powered by Huawei,A,Accuracy-Preserving Summation Algorithm,['*special'],2024.5.6 15:0,2024.5.23 16:0,https://codeforces.com/contest/1953/problem/A
1970,"Helvetic Coding Contest 2024 online mirror (teams allowed, unrated)",A1,Balanced Shuffle (Easy),"['implementation', 'sortings']",2024.5.4 7:5,2024.5.4 11:35,https://codeforces.com/contest/1970/problem/A1
1970,"Helvetic Coding Contest 2024 online mirror (teams allowed, unrated)",A2,Balanced Unshuffle (Medium),"['brute force', 'constructive algorithms', 'trees']",2024.5.4 7:5,2024.5.4 11:35,https://codeforces.com/contest/1970/problem/A2
1970,"Helvetic Coding Contest 2024 online mirror (teams allowed, unrated)",A3,Balanced Unshuffle (Hard),"['constructive algorithms', 'trees']",2024.5.4 7:5,2024.5.4 11:35,https://codeforces.com/contest/1970/problem/A3
1970,"Helvetic Coding Contest 2024 online mirror (teams allowed, unrated)",B1,Exact Neighbours (Easy),['constructive algorithms'],2024.5.4 7:5,2024.5.4 11:35,https://codeforces.com/contest/1970/problem/B1
1970,"Helvetic Coding Contest 2024 online mirror (teams allowed, unrated)",B2,Exact Neighbours (Medium),['constructive algorithms'],2024.5.4 7:5,2024.5.4 11:35,https://codeforces.com/contest/1970/problem/B2
1970,"Helvetic Coding Contest 2024 online mirror (teams allowed, unrated)",B3,Exact Neighbours (Hard),['constructive algorithms'],2024.5.4 7:5,2024.5.4 11:35,https://codeforces.com/contest/1970/problem/B3
1970,"Helvetic Coding Contest 2024 online mirror (teams allowed, unrated)",C1,Game on Tree (Easy),['games'],2024.5.4 7:5,2024.5.4 11:35,https://codeforces.com/contest/1970/problem/C1
1970,"Helvetic Coding Contest 2024 online mirror (teams allowed, unrated)",C2,Game on Tree (Medium),"['dfs and similar', 'dp', 'games', 'trees']",2024.5.4 7:5,2024.5.4 11:35,https://codeforces.com/contest/1970/problem/C2
