contest_id,contest_name,end_time,link
3058,2022-2023-2程序设计Ⅰ-国机-上机7随堂测试.20230406.shi,已结束,https://www.buctcoder.com/contest.php?cid=3058
3057,2022-2023-2程序设计Ⅰ-国机-上机7.20230406.shi,已结束,https://www.buctcoder.com/contest.php?cid=3057
3054,2023年ACM竞.赛班训练补题（基础数据结构）,2024-04-03 23:00:00,https://www.buctcoder.com/contest.php?cid=3054
3052,2023年ACM竞赛班训练竞赛（基础数据结构）,2023-04-03 20:25:00,https://www.buctcoder.com/contest.php?cid=3052
3051,2023上半年ACM&蓝桥杯每周训练题-7(补题）,2024-07-02 01:00:00,https://www.buctcoder.com/contest.php?cid=3051
3050,2023上半年ACM&蓝桥杯每周训练题-7,2023-04-07 12:00:00,https://www.buctcoder.com/contest.php?cid=3050
3049,2023年CCPC邀请赛选拔赛（一）-补题,2023-05-02 18:00:00,https://www.buctcoder.com/contest.php?cid=3049
3048,2023年CCPC邀请赛选拔竞赛（一）,2023-04-02 14:00:00,https://www.buctcoder.com/contest.php?cid=3048
3044,2022-2023-2 ACM集训队每周程序设计竞 赛（6）补题,2024-03-31 18:00:00,https://www.buctcoder.com/contest.php?cid=3044
3043,2022-2023-2 ACM集训队每周程序设计竞赛（6）,2023-03-31 17:00:00,https://www.buctcoder.com/contest.php?cid=3043
3041,2022-2023-2程序设计Ⅰ-国机-上机6（补题）.20230330-20230404.shi,已结束,https://www.buctcoder.com/contest.php?cid=3041
3040,2022-2023-2程序设计Ⅰ-国机-上机6随堂测试.20230330.shi,已结束,https://www.buctcoder.com/contest.php?cid=3040
3039,2022-2023-2程序设计Ⅰ-国机-上机6.20230330.shi,已结束,https://www.buctcoder.com/contest.php?cid=3039
3037,2023年ACM竞-赛班训练赛（贪心）-补题,2023-04-27 02:00:00,https://www.buctcoder.com/contest.php?cid=3037
3036,2023年ACM竞赛班训练竞赛（贪心）,2023-03-27 20:25:00,https://www.buctcoder.com/contest.php?cid=3036
3028,2022-2023-2程序设计Ⅰ-国机-上机5（补题）.20230323-20230328.shi,已结束,https://www.buctcoder.com/contest.php?cid=3028
3027,2022-2023-2程序设计Ⅰ-国机-上机5随堂测试.20230323.shi,已结束,https://www.buctcoder.com/contest.php?cid=3027
3026,2022-2023-2程序设计Ⅰ-国机-上机5.20230323.shi,已结束,https://www.buctcoder.com/contest.php?cid=3026
3025,2023上半年ACM&蓝桥杯每周训练题-6-补题,2024-03-27 12:00:00,https://www.buctcoder.com/contest.php?cid=3025
3024,2023上半年ACM&蓝桥杯每周训练题-6,2023-03-31 12:00:00,https://www.buctcoder.com/contest.php?cid=3024
3023,Contest-Test,2023-03-25 18:00:00,https://www.buctcoder.com/contest.php?cid=3023
3022,2022-2023-2 ACM集训队每周程序设计竞 赛（5）补题,2024-03-24 17:00:00,https://www.buctcoder.com/contest.php?cid=3022
3021,2022-2023-2 ACM集训队每周程序设计竞赛（5）,2023-03-24 17:00:00,https://www.buctcoder.com/contest.php?cid=3021
3020,2023年ACM竞赛班训练补题（二(2.0)）2023.3.20（思维题）,2024-03-19 20:00:00,https://www.buctcoder.com/contest.php?cid=3020
3019,2023年ACM竞赛班训练竞赛（二(2.0)）2023.3.20,2023-03-20 20:25:00,https://www.buctcoder.com/contest.php?cid=3019
3016,2023上半年ACM&蓝桥杯每周训练题-5-补题,2024-03-24 12:00:00,https://www.buctcoder.com/contest.php?cid=3016
3015,2023上半年ACM&蓝桥杯每周训练题-5,2023-03-24 12:00:00,https://www.buctcoder.com/contest.php?cid=3015
3014,2022-2023-2 ACM集训队每周程序设计竞 赛（4）-补题,2024-03-17 21:00:00,https://www.buctcoder.com/contest.php?cid=3014
3012,2022-2023-2程序设计Ⅰ-国机-上机4（补题）.20230316-20230321.shi,已结束,https://www.buctcoder.com/contest.php?cid=3012
3011,2022-2023-2程序设计Ⅰ-国机-上机4随堂测试.20230316.shi,已结束,https://www.buctcoder.com/contest.php?cid=3011
3010,2022-2023-2程序设计Ⅰ-国机-上机4.20230316.shi,已结束,https://www.buctcoder.com/contest.php?cid=3010
3009,2022-2023-2 ACM集训队每周程序设计竞赛（4）,2023-03-17 17:00:00,https://www.buctcoder.com/contest.php?cid=3009
3001,2023年ACM竞 赛班训练赛补题（二）2023.3.13,2024-03-13 01:00:00,https://www.buctcoder.com/contest.php?cid=3001
3000,2023上半年ACM&蓝桥杯每周训练题-4-补题,2023-04-17 12:00:00,https://www.buctcoder.com/contest.php?cid=3000
2999,2023上半年ACM&蓝桥杯每周训练题-4,2023-03-17 12:00:00,https://www.buctcoder.com/contest.php?cid=2999
2997,2022-2023-2 ACM集训队每周程序设计竞.赛（3）补题,2024-03-10 21:00:00,https://www.buctcoder.com/contest.php?cid=2997
2996,2023年ACM竞赛班训练竞赛（二）2023.3.13,2023-03-13 20:25:00,https://www.buctcoder.com/contest.php?cid=2996
2994,2022-2023-2程序设计Ⅰ-国机-上机3（补题）.20230309-20230314.shi,已结束,https://www.buctcoder.com/contest.php?cid=2994
2993,2022-2023-2程序设计Ⅰ-国机-上机3随堂测试.20230309.shi,已结束,https://www.buctcoder.com/contest.php?cid=2993
2992,2022-2023-2程序设计Ⅰ-国机-上机3.20230309.shi,已结束,https://www.buctcoder.com/contest.php?cid=2992
2991,2022-2023-2 ACM集训队每周程序设计竞赛（3）,2023-03-10 17:00:00,https://www.buctcoder.com/contest.php?cid=2991
2990,2023年ACM 竞 赛 班训练补题（一：STL专题）2023.3.6 ,2023-09-06 00:00:00,https://www.buctcoder.com/contest.php?cid=2990
2988,2022-2023-2 ACM集训队每周程序设计竞.赛（2）补题,2024-03-03 23:00:00,https://www.buctcoder.com/contest.php?cid=2988
2987,2022-2023-2 ACM集训队每周程序设计竞赛（2）,2023-03-03 17:00:00,https://www.buctcoder.com/contest.php?cid=2987
2984,2022-2023-2程序设计Ⅰ-国机-上机2（补题）.20230302-20230307.shi,已结束,https://www.buctcoder.com/contest.php?cid=2984
2983,2022-2023-2程序设计Ⅰ-国机-上机2随堂测试.20230302.shi,已结束,https://www.buctcoder.com/contest.php?cid=2983
2982,2022-2023-2程序设计Ⅰ-国机-上机2.20230302.shi,已结束,https://www.buctcoder.com/contest.php?cid=2982
2981,2023上半年ACM&蓝桥杯每周训练题-3-补题,2024-02-25 19:00:00,https://www.buctcoder.com/contest.php?cid=2981
2980,2023上半年ACM&蓝桥杯每周训练题-3,2023-03-10 12:00:00,https://www.buctcoder.com/contest.php?cid=2980
2971,2023上半年ACM&蓝桥杯每周训练题-2(补题）,2024-02-25 19:00:00,https://www.buctcoder.com/contest.php?cid=2971
2970,2023上半年ACM&蓝桥杯每周训练题-2,2023-03-03 12:00:00,https://www.buctcoder.com/contest.php?cid=2970
2969,2023年ACM竞赛班训练竞赛（一）2023.3.6,2023-03-06 20:25:00,https://www.buctcoder.com/contest.php?cid=2969
2968,2022-2023-2程序设计Ⅰ-国机-上机1（补题）.20230223.shi,已结束,https://www.buctcoder.com/contest.php?cid=2968
2967,2022-2023-2 ACM集训队每周程序设计竞赛（1）补题,已结束,https://www.buctcoder.com/contest.php?cid=2967
2966,2022-2023-2 ACM集训队每周程序设计竞赛（1）,2023-02-24 17:00:00,https://www.buctcoder.com/contest.php?cid=2966
2964,2022-2023-2程序设计Ⅰ-国机-上机1.20230223.shi,已结束,https://www.buctcoder.com/contest.php?cid=2964
2963,2023上半年ACM&蓝桥杯每周训练题-1,2023-02-24 12:00:00,https://www.buctcoder.com/contest.php?cid=2963
2912,new_test,2023-01-17 21:00:00,https://www.buctcoder.com/contest.php?cid=2912
2886,Data Structure_Big Data 2101-2102_Homework-15,2022-12-28 17:00:00,https://www.buctcoder.com/contest.php?cid=2886
2885,TEST,2022-12-22 12:20:00,https://www.buctcoder.com/contest.php?cid=2885
2884,Data Structure_Big Data 2101-2102_Homework-补题【10-14】,2023-01-05 23:59:00,https://www.buctcoder.com/contest.php?cid=2884
2879,Data Structure_Big Data 2101-2102_Homework-14,2022-12-21 19:00:00,https://www.buctcoder.com/contest.php?cid=2879
2877,2022-2023-1程序设计Ⅱ-国机2001-02-上机6补题.20221215.shi,已结束,https://www.buctcoder.com/contest.php?cid=2877
2875,2022-2023-1程序设计Ⅱ-国机2001-02-上机6.20221215.shi,已结束,https://www.buctcoder.com/contest.php?cid=2875
2871,Data Structure_Big Data 2101-2102_Homework-13,2022-12-14 12:59:00,https://www.buctcoder.com/contest.php?cid=2871
2868,2022-2023-1程序设计Ⅱ-国机2001-02-上机5补题.20221208.shi,已结束,https://www.buctcoder.com/contest.php?cid=2868
2866,2022-2023-1程序设计Ⅱ-国机2001-02-上机5.20221208.shi,已结束,https://www.buctcoder.com/contest.php?cid=2866
2865,TEST,2022-12-08 12:20:00,https://www.buctcoder.com/contest.php?cid=2865
2861,北京化工大学第十七届程序设计新生赛正式赛【补题】,2023-12-03 16:00:00,https://www.buctcoder.com/contest.php?cid=2861
2860,北京化工大学第十七届程序设计新生赛正式赛【竞赛模式】,2022-12-03 12:00:00,https://www.buctcoder.com/contest.php?cid=2860
2859,2022-2023-1 ACM集训队每周程序设计竞.赛（13）补题,2023-12-02 21:00:00,https://www.buctcoder.com/contest.php?cid=2859
2858,北京化工大学第十七届程序设计新生赛热身赛【竞赛模式】,2022-12-02 20:30:00,https://www.buctcoder.com/contest.php?cid=2858
2856,【在线编程平台】课堂练习,2022-12-01 18:00:00,https://www.buctcoder.com/contest.php?cid=2856
2855,Data Structure_Big Data 2101-2102_Homework-12,2022-12-07 17:00:00,https://www.buctcoder.com/contest.php?cid=2855
2853,2022-2023-1程序设计Ⅱ-国机2001-02-上机4补题.20221201.shi,已结束,https://www.buctcoder.com/contest.php?cid=2853
2851,2022-2023-1程序设计Ⅱ-国机2001-02-上机4.20221201.shi,已结束,https://www.buctcoder.com/contest.php?cid=2851
2849,【在线编程平台】课堂练习,2022-12-01 15:00:00,https://www.buctcoder.com/contest.php?cid=2849
2848,【在线编程平台】TEST,2022-12-01 12:20:00,https://www.buctcoder.com/contest.php?cid=2848
2847,2022-2023-1 ACM集训队每周程序设计竞赛（13）,2022-12-02 17:00:00,https://www.buctcoder.com/contest.php?cid=2847
2846,北京化工大学2019年程序设计新生赛真题,2022-12-03 22:00:00,https://www.buctcoder.com/contest.php?cid=2846
2845,北京化工大学2020年程序设计新生赛真题,2022-12-03 22:00:00,https://www.buctcoder.com/contest.php?cid=2845
2844,北京化工大学2021年程序设计新生赛真题,剩余,https://www.buctcoder.com/contest.php?cid=2844
2843,北京化工大学第二次蓝桥天梯选拔赛补题,2022-12-27 18:00:00,https://www.buctcoder.com/contest.php?cid=2843
